22.4	2
3.9	67
10.0	1
5.0	19
3.3	18
4.6	7
5.3	43
11.0	11
2.7	28
7.6	42
1.2	43
5.5	19
3.4	46
2.2	57
2.6	13
1.1	14
10.8	40
1.2	7
1.0	33
3.7	86
2.3	142
4.6	13
2.0	158
9.8	32	
